node,closeness_harmonic_sym,betweenness_directed,betweenness_undirected
1,0.43840579710144895,116.8900967453599,56.487134989102934
2,0.38357487922705297,13.22545583071899,8.614410301600705
3,0.37946859903381636,26.502922077922076,9.375910364145659
4,0.5157004830917873,381.5685902204092,173.30254692152513
5,0.49275362318840527,371.01649909258265,96.28118386279607
6,0.5253623188405798,173.17720166830074,138.21691715160574
7,0.5265700483091789,213.1252257732521,116.8101280525957
8,0.3809178743961351,0.0,0.0
9,0.5072463768115942,256.41439883216196,184.83324266544145
10,0.34516908212560393,0.0,1.2476236998295822
11,0.4166666666666662,15.599334875650664,8.666279688327837
12,0.46739130434782555,109.38889059283795,90.34727621133655
13,0.4577294685990333,102.25260295260296,50.50379526003258
14,0.4106280193236711,98.96006493506493,9.725509294626939
15,0.48309178743961306,675.8175138701454,164.71347600810938
16,0.49396135265700447,420.86784685902336,107.97966489209446
17,0.42753623188405754,91.94638314901472,54.02486747174725
18,0.4067632850241542,336.7469887955181,17.29579713648786
19,0.45869565217391256,304.5728073096494,100.68620336282905
20,0.3908212560386471,227.74112159770053,8.588700248839567
21,0.4661835748792265,652.7338548290948,60.604848599714636
22,0.4541062801932361,435.91943607075194,90.10574858874021
23,0.3599033816425122,61.99113664113664,5.807575757575757
24,0.3666666666666666,0.25,0.25
25,0.40990338164251167,105.00841802676167,39.94188858956662
26,0.4311594202898545,147.7930708180708,19.408577632828205
27,0.5434782608695657,534.2990037124325,176.73883972318038
28,0.5917874396135272,181.99627278179912,344.17991051385474
29,0.36714975845410625,342.1961593961593,9.659855746469969
30,0.4275362318840575,83.15414030414031,15.27940402070326
31,0.46980676328502363,322.9817699242622,44.704773981465294
32,0.4739130434782605,293.79166100783743,74.56009738873274
33,0.4915458937198065,258.0100933609448,44.832389311505196
34,0.5072463768115942,81.68060988146127,62.7464704868149
35,0.445652173913043,57.82135364635364,18.684879517526575
36,0.49154589371980645,52.21216144966146,49.408354162566596
37,0.5543478260869571,1101.3972799860958,232.27321992867138
38,0.4347826086956516,180.63643578643578,67.84975090700351
39,0.48671497584541024,272.60788331036014,84.97819833632916
40,0.5157004830917873,393.8663751825516,138.1580037913048
41,0.4396135265700478,96.31309523809524,47.30260533312792
42,0.45289855072463714,86.84570013320013,35.11802616856584
43,0.47101449275362256,20.641503866503868,17.149122939293754
44,0.46739130434782555,267.1689125689125,44.53054291108258
45,0.4649758454106274,24.59345574016626,17.06667303625562
46,0.531400966183575,469.4329102184366,78.3863831339529
47,0.36352657004830913,0.0,1.9537056991855757
48,0.44927536231884,25.07299644799645,77.54296843181704
49,0.40700483091787404,118.48905723905725,23.142341698832567
50,0.4734299516908207,149.6581696081696,63.195103697971504
51,0.3816425120772945,1.4317460317460318,3.2732030732030735
52,0.42149758454106234,39.948112073112064,23.60121240329151
53,0.41714975845410585,209.18477633477636,9.266450216450217
54,0.5012077294685989,401.2028239519338,140.7918914306074
55,0.3731884057971014,102.46005291005291,4.419491918097934
56,0.5024154589371979,391.6727574082837,136.16465699321535
57,0.43309178743961313,912.4791227291227,51.39088607752401
58,0.4456521739130429,33.52741147741147,25.715951842698132
59,0.48671497584541035,73.5660834048992,43.34511302518657
60,0.32801932367149766,2.763888888888889,0.0
61,0.4086956521739127,109.40205627705627,22.202047031056317
62,0.4553140096618353,84.71149378943495,3.5586125747890454
63,0.5120772946859902,123.2489993394405,56.991221346015585
64,0.4504830917874391,2.0592352092352093,11.716351419919938
65,0.4553140096618353,361.16644327894323,11.767980826363178
66,0.4082125603864731,0.7714285714285714,0.5625
67,0.43236714975845364,73.8692880219196,4.709325396825397
68,0.42512077294685946,12.565769318400898,13.828517574118596
69,0.3294685990338165,0.0,0.0
70,0.3973429951690818,34.59164862914863,12.43365923292394
